index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
2191,140046,GOOD SAMARITAN REGIONAL HLTH CENTER,1 GOOD SAMARITAN WAY,MOUNT VERNON,IL,62864,JEFFERSON,6188991469,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1 GOOD SAMARITAN WAY
MOUNT VERNON, IL 62864
(38.3149, -88.93)"
2192,190145,LASALLE GENERAL HOSPITAL,187 NINTH ST/HWY 84 WEST,JENA,LA,71342,LA SALLE,3189929200,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Same as the National average,,Same as the National average,,"187 NINTH ST/HWY 84 WEST
JENA, LA 71342
(31.696555, -92.158523)"
2193,121300,KAUAI VETERANS MEMORIAL HOSPITAL,4643 WAIMEA CANYON DRIVE,WAIMEA,HI,96796,KAUAI,8083389431,Critical Access Hospitals,Government - State,TRUE,,3,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"4643 WAIMEA CANYON DRIVE
WAIMEA, HI 96796
(21.959662, -159.670468)"
2194,190167,MERCY REGIONAL MEDICAL CENTER,800 E MAIN,VILLE PLATTE,LA,70586,EVANGELINE,3373635684,Acute Care Hospitals,Proprietary,TRUE,,4,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,"800 E MAIN
VILLE PLATTE, LA 70586
(30.684899, -92.265889)"
2195,190034,ABBEVILLE GENERAL HOSPITAL,118 N HOSPITAL DR,ABBEVILLE,LA,70510,VERMILION,3378935466,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"118 N HOSPITAL DR
ABBEVILLE, LA 70510
(29.97325, -92.106986)"
2196,140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,WILL,8153001100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1900 SILVER CROSS BLVD
NEW LENOX, IL 60451
(41.54543, -87.986049)"
2197,220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,BRISTOL,5088287000,Acute Care Hospitals,Proprietary,TRUE,,2,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,"88 WASHINGTON STREET
TAUNTON, MA 02780
(41.905583, -71.09435)"
2198,131321,ST MARY'S HOSPITAL,701 LEWISTON ST,COTTONWOOD,ID,83522,IDAHO,2089623251,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,4,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"701 LEWISTON ST
COTTONWOOD, ID 83522
(46.050371, -116.351645)"
2199,160028,CHI HEALTH MERCY COUNCIL BLUFFS,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51503,POTTAWATTAMIE,7123285000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"800 MERCY DRIVE
COUNCIL BLUFFS, IA 51503
(41.269636, -95.838201)"
2200,141313,MASON DISTRICT HOSPITAL,"615 NORTH PROMENADE STREET,P O BOX 530",HAVANA,IL,62644,MASON,3095434431,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"615 NORTH PROMENADE STREET,P O BOX 530
HAVANA, IL 62644
(40.305713, -90.056111)"
2201,120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,HONOLULU,HI,96817,HONOLULU,8085362236,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"347 NORTH KUAKINI STREET
HONOLULU, HI 96817
(21.322211, -157.856211)"
2202,171317,EDWARDS COUNTY HOSPITAL,620 WEST EIGHTH STREET,KINSLEY,KS,67547,EDWARDS,6206593621,Critical Access Hospitals,Government - Local,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"620 WEST EIGHTH STREET
KINSLEY, KS 67547
(37.920715, -99.419571)"
2203,160122,FORT MADISON COMMUNITY HOSPITAL,5445 AVE O,FORT MADISON,IA,52627,LEE,3193726530,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,"5445 AVE O
FORT MADISON, IA 52627
(40.624167, -91.382067)"
2204,180011,SAINT JOSEPH LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,LAUREL,6063306000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,"1001 SAINT JOSEPH LANE
LONDON, KY 40741
(37.119123, -84.107442)"
2205,170110,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,415 N MAIN STREET,ULYSSES,KS,67880,GRANT,6203561266,Acute Care Hospitals,Government - Local,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"415 N MAIN STREET
ULYSSES, KS 67880
(37.583992, -101.358013)"
2206,170191,GREAT BEND REGIONAL HOSPITAL,514 CLEVELAND STREET,GREAT BEND,KS,67530,BARTON,6207928833,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,"514 CLEVELAND STREET
GREAT BEND, KS 67530
(38.356199, -98.791619)"
2207,141309,ADVOCATE EUREKA  HOSPITAL,101 S MAJOR ST,EUREKA,IL,61530,WOODFORD,3094672371,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,"101 S MAJOR ST
EUREKA, IL 61530
(40.721405, -89.271661)"
2208,181316,MARY BRECKINRIDGE ARH HOSPITAL,130 KATE IRELAND DRIVE,HYDEN,KY,41749,LESLIE,6066722901,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"130 KATE IRELAND DRIVE
HYDEN, KY 41749
(37.163889, -83.37836)"
2209,131314,SHOSHONE MEDICAL CENTER,25 JACOBS GULCH ROAD,KELLOGG,ID,83837,SHOSHONE,2087841221,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"25 JACOBS GULCH ROAD
KELLOGG, ID 83837
(47.547123, -116.131409)"
2210,130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,IDAHO FALLS,ID,83404,BONNEVILLE,2085296111,Acute Care Hospitals,Proprietary,TRUE,,4,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,"3100 CHANNING WAY
IDAHO FALLS, ID 83404
(43.470276, -111.990159)"
2211,171347,SHERIDAN COUNTY HOSPITAL,826  18TH STREET,HOXIE,KS,67740,SHERIDAN,7856753281,Critical Access Hospitals,Government - Local,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"826 18TH STREET
HOXIE, KS 67740
(39.354188, -100.432735)"
2212,180104,BAPTIST HEALTH PADUCAH,2501 KENTUCKY AVENUE,PADUCAH,KY,42003,MCCRACKEN,2705752100,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,3,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"2501 KENTUCKY AVENUE
PADUCAH, KY 42003
(37.073152, -88.628475)"
2213,171371,CLAY COUNTY MEDICAL CENTER,617 LIBERTY,CLAY CENTER,KS,67432,CLAY,7856322144,Critical Access Hospitals,Government - Local,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,"617 LIBERTY
CLAY CENTER, KS 67432
(39.391679, -97.12292)"
